SCIENTIFIC NAME,TRADE NAME,INDICATION,ICD 10 CODE
LABETALOL,LABETALOL HYDROCHLORIDE 100 MG TAB 56'S (N),HYPERTENSION / SECONDARY HYPERTENSION,"I10, I15"
LABETALOL,LABETALOL HYDROCHLORIDE 100MG /20ML INJ 1'S (N),HYPERTENSION / SECONDARY HYPERTENSION,"I10, I15"
ASPARAGINASE,L-ASPARAGINASE 10000 IU INJ (IM/IV) VIAL-1'S(N),MALIGNANT NEOPLASM,C00-C96
LERCANIDIPINE HYDROCHLORIDE,LERCANIDIPINE HCL 10 MG FCT 28'S (N),HYPERTENSION,"I10, I11, I12, I13, I15"
LEVOCARNITINE,LEVOCARNITINE 300MG/ML ORAL SOLUTION 20ML (N),CARNITINE DEFICIENCY / RENAL FAILURE,"E71.3, N18"
LEVOTHYROXINE,LEVOTHYROXINE SODIUM 0.2MG/ML INJ-1'S (N),HYPOTHYROIDISM / CRETINISM,"E00, E01, E02, E03"
"LIDOCAINE, ADRENALINE","LIDOCAINE 1%+ADRENALINE 1:100,000 INJ-20ML (N)",ANESTHESIA,"Y48, T41, T88.2, T88.5"
"LIDOCAINE, ADRENALINE","LIDOCAINE 1%+ADRENALINE 1:200,000 INJ-10ML(N)",ANESTHESIA,"Y48, T41, T88.2, T88.5"
"LIDOCAINE, ADRENALINE","LIDOCAINE 1%+ADRENALINE 1:200,000 INJ-20ML (N)",ANESTHESIA,"Y48, T41, T88.2, T88.5"
"LIDOCAINE, ADRENALINE","LIDOCAINE 2%+ADRENALINE 1:200,000 INJ-10ML(N)",ANESTHESIA,"Y48, T41, T88.2, T88.5"
"LIDOCAINE, ADRENALINE","LIDOCAINE 2%+ADRENALINE 1:200,000 INJ-20ML (N)",ANESTHESIA,"Y48, T41, T88.2, T88.5"
LIDOCAINE,LIDOCAINE HCL 2% VISCOUS 100ML (ORAL TOPICAL SOLUTION) (N),ANESTHESIA,"Y48, T41, T88.2, T88.5"
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM 25MCG TAB 90'S(N),HYPOTHYROIDISM / MYXOEDEMA,"E03, E00"
LIOTHYRONINE SODIUM,LIOTHYRONINE SODIUM 5MCG TAB 90'S(N),HYPOTHYROIDISM / MYXOEDEMA,"E03, E00"
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),THROMBOTIC THROMBOCYTOPENIC PURPURA,D69.49
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),HYPERTHYROIDISM,E05
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),ANTIPHOSPHOLIPID SYNDROME,D68.61
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),MYOSITIS,M33
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),SARCOIDOSIS,D86
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),RHEUMATOID ARITHRITIS,"M05, M06"
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),RENAL TRANSPLANT,Z94.0
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),MULTIPLE SCLEROSIS,G35
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),SYSTEMIC LUPUS ERYTHEMATOSUS,M32
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),BURKITT'S LYMPHOMA,C83.7
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),CASTLEMAN DISEASE,D47.7
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),DIFFUSE LARGE B-CELL LYMPHOMA (DLBCL),C83.3
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),FOLLICULAR LYMPHOMA,C82
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),HODGKIN'S LYMPHOMA,C81
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),LYMPHOPLASMACYTIC LYMPHOMA,C83
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),MANTLE CELL LYMPHOMA,C83.1
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),MARGINAL ZONE LYMPHOMA,C88.4
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),SCLERODERMA,M34
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),PROGRESSIVE FAMILIAL INTRAHEPATIC CHOLESTASIS,K76.8
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),NON-INFECTIOUS UVEITIS,"H20, H30, H44.1, M05.2, M08.2, M35.2, M45.6"
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),POMPE DISEASE (IOPD/LOPD),E74.02
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),GRAFT VERSUS HOST DISEASE - CHRONIC,D89.811
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),GRANULOMATOSIS WITH POLYANGIITIS AND MICROSCOPIC POLYANGIITIS,"M31.3, M31.7, I77.82"
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),SJOGREN'S SYNDROME,M35.0
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),CHRONIC LYMPHOCYTIC LEUKEMIA (CLL),C91.1
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),PEMPHIGUS,L10
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),IMMUNE THROMBOCYPTOPENIC PUPURA,D69.3
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),ADULT ACUTE LYMPHOCYTIC LEUKEMIA (ALL),C91.0
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),GLOMERULAR DISEASE,"N04.0, N04.2, I77.82"
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),CHRONIC INFLAMMATORY DEMYELINATING POLYRADICULONEUROPATHY,G61.81
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),AUTOIMMUNE HEPATITIS,K75.4
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),ACQUIRED HEMOPHILIA,D68.311
RITUXIMAB,MABTHERA 500 MG VIAL 1'S(N),PEDIATRIC B-CELL LYMPHOMA,"C83.0, C83.3, C85.1, C85.2"
BUPIVACAINE,MARCAINE 0.5% HEAVY 4ML 5'S (N),ANESTHESIA,"Y48, T41, T88.2, T88.5"
BUPIVACAINE,MARCAINE 0.5% HEAVY 4ML 5'S (N),POSTOPERATIVE PAIN,G89.18
MEASLES VACCINE,MEASLES VACCINE 0.5 ML VIAL-1'S(N),NEED FOR IMMUNIZATION,"Z23, Z24, Z25, Z26"
BCG VACCINE,Medac BCG INTRAVESICAL 81MG VIAL 1'S (2x10⁸ to 3x10⁹ CFU) (N),IMMUNIZATION / BLADDER CANCER PROPHYLAXIS,"Z23, C67"
MEDROXYPROGESTRONE ACETATE,MEDROXYPROGESTRONE ACETATE (PROVERA) 5MG TAB 100'S (N),CONTRACEPTION / ENDOMETRIOSIS / ENDOMETRIAL CANCER,"Z30, N80, C54"
MEFLOQUINE,MEFLOQUINE 250MG TAB 6'S (N),MALARIA-PREVENTION AND  CHEMOPROPHYLAXIS,"B50, B51, B52, B53, B54"
MELATONIN,MELATONIN ORAL SOLUTION-(MELATONIN 1 MG/1 ML)-200 ML (N),INSOMNIA / SLEEP-WAKE RHYTHM DISORDERS,G47.0 - Disordersof initiating and maintaining sleep [insomnias]
MESTEROLONE,MESTEROLONE (PROVIRON) 25MG TAB 20'S (N),HYPOGONADISM / MENOPAUSE / HORMONAL DEFICIENCY,"E28, E89, N95.1"
METHIMAZOLE,METHIMAZOLE 5mg TAB 100'S (N),THYROID DISORDERS,"E00, E01, E02, E03, E04, E05"
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),NON-INFECTIOUS UVEITIS,"H20, H30, H44.1, M05.2, M08.2, M35.2, M45.6"
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),RHEUMATOID ARITHRITIS,"M05, M06"
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),MYASTHENIA GRAVIS,"G70, P94.0"
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),PSORIATIC ARTHRITIS,"M07, L40.5"
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),SYSTEMIC LUPUS ERYTHEMATOSUS,M32
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),ANKYLOSING SPONDYLITIS,M45
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),ECZEMA,L20
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),GRAFT VERSUS HOST DISEASE,D89.81
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),GRANULOMATOSIS WITH POLYANGIITIS AND MICROSCOPIC POLYANGIITIS,"M31.3, M31.7, I77.82"
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),SJOGREN'S SYNDROME,M35.0
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),MYOSITIS,M33
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),SARCOIDOSIS,D86
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),PSORIASIS,L40
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),"ENTEROPATHIC ARTHROPATHIES, UNSPECIFIED SITE

REACTIVE ARTHROPATHY, UNSPECIFIED","M07.60, M02.9"
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),LICHEN PLANUS,L43
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),POMPE DISEASE (IOPD/LOPD),E74.02
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),ADULT ACUTE LYMPHOCYTIC LEUKEMIA (ALL),C91.0
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),PEDIATRIC ACUTE LYMPHOBLASTIC LEUKAEMIA (ALL),C91
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),ULCERATIVE COLITIS,K51
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),POLYCYTHEMIA VERA - PRURITUS,D45
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),CROHN'S DISEASE,K50
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),DIFFUSE LARGE B-CELL LYMPHOMA (DLBCL),C83.3
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),LYMPHOPLASMACYTIC LYMPHOMA,C83
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),MANTLE CELL LYMPHOMA,C83.1
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),PEDIATRIC B-CELL LYMPHOMA,"C83.0, C83.3, C85.1, C85.2"
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),T-CELL LYMPHOMA,C84
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),BREAST CANCER EARLY HER-2 -VE,"C50, C79.81, D05"
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),BREAST CANCER MET.HER-2 -VE,"C50, C79.81, D05"
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),SCLERODERMA,M34
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),JUVENILE IDIOPATHIC ARTHRITIS (JIA),M08
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),BURKITT`S LYMPHOMA,C83.7
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),HEAD AND NECK CANCER,"C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14
C30, C31, C32, C33, C76.0"
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),BLADDER CANCER,C67
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),BEHCET DISEASE,M35.2
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),PEMPHIGOID,L12
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),BONE SARCOMAS,"C40, C41"
METHOTREXATE,METHOTREXATE 50 MG / 2 ML- INJ 1'S (N),MATERNAL AND CHILD HEALTHCARE- MANAGEMENT OF TUBAL ECTOPIC PREGNANCY,"O00, O00.8, O00.9"
METHYLDOPA,METHYLDOPA 250mg Tab 30'S (N),SYSTEMIC LUPUS ERYTHEMATOSUS,M32
METHYLDOPA,METHYLDOPA 250mg Tab 30'S (N),PRE-ECLAMPSIA,O14
METHYLDOPA,METHYLDOPA 250mg Tab 30'S (N),HYPERTENSION,"I10, I11, I12, I13, I15"
METHYLENE BLUE,METHYLENE BLUE 1% -1ML (N),METHAEMOGLOBINAEMIA,D74 - Methaemoglobinaemia
METHYLENE BLUE,METHYLENE BLUE 1% -5ML (N),METHAEMOGLOBINAEMIA,D74 - Methaemoglobinaemia
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),ULCERATIVE COLITIS,K51
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),CHRONIC LYMPHOCYTIC LEUKEMIA (CLL),C91.1
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),GOUT,"M10, M14.0"
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),J44
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),THROMBOTIC THROMBOCYTOPENIC PURPURA,D69.49
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),HYPERTHYROIDISM,E05
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),ANTIPHOSPHOLIPID SYNDROME,D68.61
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),POSTOPERATIVE NAUSEA AND VOMITING,R11
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),FOLLICULAR LYMPHOMA,C82
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),HODGKIN'S LYMPHOMA,C81
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),T-CELL LYMPHOMA,C84
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),SCLERODERMA,M34
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),RHEUMATOID ARITHRITIS-SUPPORTIVE CARE AND ADRS MANAGEMENT,"M05, M06"
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),RHEUMATOID ARITHRITIS,"M05, M06"
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),RENAL TRANSPLANT,Z94.0
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),MULTIPLE SCLEROSIS,G35
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),DIFFUSE LARGE B-CELL LYMPHOMA (DLBCL),C83.3
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),ADULT ACUTE LYMPHOCYTIC LEUKEMIA (ALL),C91.0
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),NAUSEA AND VOMITING IN PREGNANCY,R11
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),MYASTHENIA GRAVIS,"G70, P94.0"
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),PSORIATIC ARTHRITIS,"M07, L40.5"
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),SYSTEMIC LUPUS ERYTHEMATOSUS,M32
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),CROHN'S DISEASE,K50
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),OPTIC NEURITIS,H46
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),"ENTEROPATHIC ARTHROPATHIES, UNSPECIFIED SITE

REACTIVE ARTHROPATHY, UNSPECIFIED","M07.60, M02.9"
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),GUILLAIN-BARRE SYNDROME - IMMUNE CHECKPOINT INHIBITOR RELATED,G61.0
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),CHRONIC INFLAMMATORY DEMYELINATING POLYRADICULONEUROPATHY,G61.81
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),NON-INFECTIOUS UVEITIS,"H30, H44.1, M05.2, M08.2, M35.2, M45.6"
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),BELL'S PALSY,G51.0
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),GRANULOMATOSIS WITH POLYANGIITIS AND MICROSCOPIC POLYANGIITIS,"M31.3, M31.7, I77.82"
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),SJOGREN'S SYNDROME,M35.0
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),ASTHMA,J45
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),MYOSITIS,M33
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),BEHCET DISEASE,M35.2
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),IMMUNE THROMBOCYPTOPENIC PUPURA,D69.3
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),OSTEOARTHRITIS,"M15, M16, M17, M18, M19"
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),LICHEN PLANUS,L43
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),ANAPHYLACTIC SHOCK,T78.2
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),GRAFT VERSUS HOST DISEASE,D89.81
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),VITILIGO,L80
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),ECZEMA,L20
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),PSORIASIS,L40
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),SEBORRHEIC DERMATITIS,L21
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),CYSTIC FIBROSIS,E84
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),PROSTATE CANCER,"C61, D07.5"
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),LOW BACK PAIN,M54.5
METHYLPREDNISOLONE,METHYLPREDNISOLONE 0.1% SKIN CREAM 15g (N),JUVENILE IDIOPATHIC ARTHRITIS (JIA),M08
METOCLOPRAMIDE,METOCLOPRAMIDE 10 MG INJ AMP 1'S (N),NAUSEA AND VOMITING / GASTRO-OESOPHAGEAL REFLUX,"R11, K21"
METOLAZONE,METOLAZONE 5 MG TAB 1'S(N),HEART FAILURE / NEPHROTIC SYNDROME / HYPERTENSION,"I50, N04, I10"
METOPROLOL,METOPROLOL 1MG/ML 5MLS AMP (N),HYPERTENSION / SECONDARY HYPERTENSION,"I10, I15"
PROGESTERONE,METRIN (PROGESTERONE) 200 MG VAG.TAB 30'S(N),MENOPAUSAL SYMPTOMS,N95
PROGESTERONE,METRIN (PROGESTERONE) 200 MG VAG.TAB 30'S(N),MENOPAUSE,N95
PROGESTERONE,METRIN (PROGESTERONE) 200 MG VAG.TAB 30'S(N),MATERNAL AND CHILD HEALTHCARE- PREVENTION OF PRETERM LABOR AND BIRTH,O60
PROGESTERONE,METRIN (PROGESTERONE) 200 MG VAG.TAB 30'S(N),PRETERM LABOUR,O60
MIDODRINE HYDROCHLORIDE,MIDODRINE HCL 2.5 MG TAB 100'S (N),HYPOTENSION,I95
MIDODRINE HYDROCHLORIDE,MIDODRINE HCL 2.5 MG TAB 100'S (N),DIALYSIS,"Z99.2, Z49"
MIDODRINE HYDROCHLORIDE,MIDODRINE HCL 2.5 MG TAB 30'S (N),HYPOTENSION,I95
MIDODRINE HYDROCHLORIDE,MIDODRINE HCL 2.5 MG TAB 30'S (N),DIALYSIS,"Z99.2, Z49"
DESMOPRESSIN,MINIRIN (DESMOPRESSIN) INJ 4MCG/ML (N),NOCTURNAL ENURESIS / DIABETES INSIPIDUS / VON WILLEBRAND DISEASE,"N39.3, G47.3, D68.0"
-,MINIVISC PLUS 1.4% OPHTHALMIC DEVICE 1ML PFS 1'S (N),TEAR DEFICIENCY / DRY EYE SYNDROME,"H04.1, H16"
MINOCYCLINE,MINOCIN 100 MG CAP 12'S (N),"BACTERIAL SKIN INFECTIONS - PURULENT SKIN AND SOFT TISSUE INFECTIONS (CUTANEOUS ABSCESSES, FURUNCLES, CARBUNCLES)",L02
MINOCYCLINE,MINOCIN 100 MG CAP 12'S (N),MUCOSAL ULCERATION,"K05.0, K05.1"
MINOCYCLINE,MINOCIN 100 MG CAP 12'S (N),OSTEOMYELITIS,M86
MINOCYCLINE,MINOCIN 100 MG CAP 12'S (N),PAPULOPUSTULAR ROSACEA,L71
MINOXIDIL,MINOXIDIL 2.5MG TAB 60'S (N),ANDROGENIC ALOPECIA,L64
MINOXIDIL,MINOXIDIL 2.5MG TAB 60'S (N),HYPERTENSION,I10
MINOXIDIL,MINOXIDIL 5MG TAB 60'S (N),ANDROGENIC ALOPECIA,L64
MINOXIDIL,MINOXIDIL 5MG TAB 60'S (N),HYPERTENSION,I10
MISOPROSTOL,MISOPROSTOL TAB 200 MCG-1'S (APO-MISOPROSTOL) (N),"MATERNAL AND CHILD HEALTHCARE- POSTPARTUM HEMORRHAGE, INDUCTION OF LABOR, MISCARRIAGE","O03, O09.9, O14, O26, O42, O48, O66, O72, Z36.8"
MISOPROSTOL,MISOPROSTOL TAB 200 MCG-1'S (APO-MISOPROSTOL) (N),DYSPEPSIA,K30
MITOMYCIN,MITOMYCIN 10 MG INJECTION (N),MALIGNANT NEOPLASM,C00-C96
MOCLOBEMIDE,MOCLOBEMIDE 150 MG TAB 60'S(N),ACUTE BIPOLAR I DEPRESSION,F31
MOCLOBEMIDE,MOCLOBEMIDE 150 MG TAB 60'S(N),ANXIETY DISORDERS,"F40.01, F40.1, F41.0, F43.1, F93.2"
MOCLOBEMIDE,MOCLOBEMIDE 150 MG TAB 60'S(N),DEPRESSION,"F32, F33"
MOCLOBEMIDE,MOCLOBEMIDE 300 MG TAB 30'S(N),ACUTE BIPOLAR I DEPRESSION,F31
MOCLOBEMIDE,MOCLOBEMIDE 300 MG TAB 30'S(N),ANXIETY DISORDERS,"F40.01, F40.1, F41.0, F43.1, F93.2"
MOCLOBEMIDE,MOCLOBEMIDE 300 MG TAB 30'S(N),DEPRESSION,"F32, F33"
MOCLOBEMIDE,MOCLOBEMIDE 300 MG TAB 60'S(N),ACUTE BIPOLAR I DEPRESSION,F31
MOCLOBEMIDE,MOCLOBEMIDE 300 MG TAB 60'S(N),ANXIETY DISORDERS,"F40.01, F40.1, F41.0, F43.1, F93.2"
MOCLOBEMIDE,MOCLOBEMIDE 300 MG TAB 60'S(N),DEPRESSION,"F32, F33"
NADOLOL,NADOLOL 80MG TAB 28'S (N),HYPERTENSION / SECONDARY HYPERTENSION,"I10, I15"
NALOXONE HCL,NALOXONE 0.4MG/ ML INJ-1'S(N),OPIOID OVERDOSE / OPIOID POISONING,"T40, F11.0"
NICOTINE,NICORETTE 2 MG GUM 105'S (N),NICOTINE DEPENDENCE,F17.2
NICOTINE,NICORETTE 4 MG GUM 105'S (N),NICOTINE DEPENDENCE,F17.2
NIFEDIPINE,NIFEDIPINE 90mg ER TAB 100'S (N),PULMONARY ARTERIAL HYPERTENSION,"I27.0, I27.2"
NIFEDIPINE,NIFEDIPINE 90mg ER TAB 100'S (N),ANAL FISSURE,K60.2
NIFEDIPINE,NIFEDIPINE 90mg ER TAB 100'S (N),MATERNAL AND CHILD HEALTHCARE- PREVENTION OF PRETERM LABOR AND BIRTH,O60
NIFEDIPINE,NIFEDIPINE 90mg ER TAB 100'S (N),RAYNAUD'S PHENOMENON,I73.0
NIFEDIPINE,NIFEDIPINE 90mg ER TAB 100'S (N),CORONARY ARTERY DISEASE,"I20, I25"
NIFEDIPINE,NIFEDIPINE 90mg ER TAB 100'S (N),NEONATAL RESPIRATORY DISTRESS SYNDROME (NRDS),P22
NIFEDIPINE,NIFEDIPINE 90mg ER TAB 100'S (N),HYPERTENSION,"I10, I11, I12, I13, I15"
NIFEDIPINE,NIFEDIPINE 90mg ER TAB 100'S (N),SYSTEMIC LUPUS ERYTHEMATOSUS,M32
NIFEDIPINE,NIFEDIPINE 90mg ER TAB 100'S (N),RENAL AND URETERIC STONES,"N20, N20.1, N20.2, N20.9, Q63.82, N23"
NIFEDIPINE,NIFEDIPINE 90mg ER TAB 100'S (N),CHRONIC KIDNEY DISEASE,N18
NIFEDIPINE,NIFEDIPINE 90mg ER TAB 100'S (N),PRE-ECLAMPSIA,O14
NIFEDIPINE,NIFEDIPINE 90mg ER TAB 100'S (N),TREATMENT OF ALTITUDE SICKNESS,T70.2
NIFEDIPINE,NIFEDIPINE EXTD RELEASE 30 MG TAB 14'S(N),PULMONARY ARTERIAL HYPERTENSION,"I27.0, I27.2"
NIFEDIPINE,NIFEDIPINE EXTD RELEASE 30 MG TAB 14'S(N),ANAL FISSURE,K60.2
NIFEDIPINE,NIFEDIPINE EXTD RELEASE 30 MG TAB 14'S(N),MATERNAL AND CHILD HEALTHCARE- PREVENTION OF PRETERM LABOR AND BIRTH,O60
NIFEDIPINE,NIFEDIPINE EXTD RELEASE 30 MG TAB 14'S(N),RAYNAUD'S PHENOMENON,I73.0
NIFEDIPINE,NIFEDIPINE EXTD RELEASE 30 MG TAB 14'S(N),CORONARY ARTERY DISEASE,"I20, I25"
NIFEDIPINE,NIFEDIPINE EXTD RELEASE 30 MG TAB 14'S(N),NEONATAL RESPIRATORY DISTRESS SYNDROME (NRDS),P22
NIFEDIPINE,NIFEDIPINE EXTD RELEASE 30 MG TAB 14'S(N),HYPERTENSION,"I10, I11, I12, I13, I15"
NIFEDIPINE,NIFEDIPINE EXTD RELEASE 30 MG TAB 14'S(N),SYSTEMIC LUPUS ERYTHEMATOSUS,M32
NIFEDIPINE,NIFEDIPINE EXTD RELEASE 30 MG TAB 14'S(N),RENAL AND URETERIC STONES,"N20, N20.1, N20.2, N20.9, Q63.82, N23"
NIFEDIPINE,NIFEDIPINE EXTD RELEASE 30 MG TAB 14'S(N),CHRONIC KIDNEY DISEASE,N18
NIFEDIPINE,NIFEDIPINE EXTD RELEASE 30 MG TAB 14'S(N),PRE-ECLAMPSIA,O14
